Freq.	V(out)
3.01049349482217e+00	(8.96321563737705e+00dB,3.38252583965496e+01°)
3.03143313302083e+00	(8.97908641256633e+00dB,3.36300083036959e+01°)
3.05251841792116e+00	(8.99479451548796e+00dB,3.34354819460239e+01°)
3.07375036257606e+00	(9.01034104898948e+00dB,3.32416827929644e+01°)
3.09512998708482e+00	(9.02572712025144e+00dB,3.30486142204152e+01°)
3.11665831864204e+00	(9.04095384016104e+00dB,3.28562795099585e+01°)
3.13833639158704e+00	(9.05602232301294e+00dB,3.26646818482794e+01°)
3.16016524745355e+00	(9.07093368637977e+00dB,3.24738243295043e+01°)
3.18214593501971e+00	(9.08568905096767e+00dB,3.22837099533651e+01°)
3.20427951035853e+00	(9.10028953985121e+00dB,3.20943416262934e+01°)
3.22656703688855e+00	(9.11473627913066e+00dB,3.19057221619905e+01°)
3.24900958542498e+00	(9.12903039667935e+00dB,3.17178542802905e+01°)
3.27160823423117e+00	(9.14317302279868e+00dB,3.15307406091730e+01°)
3.29436406907034e+00	(9.15716528917877e+00dB,3.13443836842236e+01°)
3.31727818325781e+00	(9.17100832936738e+00dB,3.11587859487501e+01°)
3.34035167771352e+00	(9.18470327794822e+00dB,3.09739497551593e+01°)
3.36358566101490e+00	(9.19825127057276e+00dB,3.07898773646450e+01°)
3.38698124945015e+00	(9.21165344413916e+00dB,3.06065709473634e+01°)
3.41053956707187e+00	(9.22491093557087e+00dB,3.04240325841600e+01°)
3.43426174575106e+00	(9.23802488270576e+00dB,3.02422642647964e+01°)
3.45814892523151e+00	(9.25099642306968e+00dB,3.00612678917570e+01°)
3.48220225318454e+00	(9.26382669456076e+00dB,2.98810452775660e+01°)
3.50642288526419e+00	(9.27651683457084e+00dB,2.97015981470925e+01°)
3.53081198516267e+00	(9.28906798024721e+00dB,2.95229281383372e+01°)
3.55537072466633e+00	(9.30148126783087e+00dB,2.93450368019158e+01°)
3.58010028371194e+00	(9.31375783267425e+00dB,2.91679256022459e+01°)
3.60500185044337e+00	(9.32589880942494e+00dB,2.89915959186583e+01°)
3.63007662126869e+00	(9.33790533106882e+00dB,2.88160490453974e+01°)
3.65532580091765e+00	(9.34977852925502e+00dB,2.86412861924632e+01°)
3.68075060249955e+00	(9.36151953398580e+00dB,2.84673084866252e+01°)
3.70635224756154e+00	(9.37312947360435e+00dB,2.82941169718469e+01°)
3.73213196614728e+00	(9.38460947415637e+00dB,2.81217126102084e+01°)
3.75809099685610e+00	(9.39596065967821e+00dB,2.79500962823577e+01°)
3.78423058690244e+00	(9.40718415185152e+00dB,2.77792687887213e+01°)
3.81055199217580e+00	(9.41828106971077e+00dB,2.76092308500491e+01°)
3.83705647730111e+00	(9.42925252959403e+00dB,2.74399831076517e+01°)
3.86374531569944e+00	(9.44009964527572e+00dB,2.72715261261836e+01°)
3.89061978964920e+00	(9.45082352694291e+00dB,2.71038603913494e+01°)
3.91768119034777e+00	(9.46142528222755e+00dB,2.69369863136932e+01°)
3.94493081797350e+00	(9.47190601498129e+00dB,2.67709042276697e+01°)
3.97236998174820e+00	(9.48226682574884e+00dB,2.66056143934818e+01°)
4.00000000000006e+00	(9.49250881149908e+00dB,2.64411169970086e+01°)
4.02782220022694e+00	(9.50263306541591e+00dB,2.62774121512318e+01°)
4.05583791916018e+00	(9.51264067668847e+00dB,2.61144998976418e+01°)
4.08404850282884e+00	(9.52253273038320e+00dB,2.59523802060947e+01°)
4.11245530662433e+00	(9.53231030777883e+00dB,2.57910529760750e+01°)
4.14105969536557e+00	(9.54197448559427e+00dB,2.56305180379724e+01°)
4.16986304336455e+00	(9.55152633620236e+00dB,2.54707751539151e+01°)
4.19886673449233e+00	(9.56096692728388e+00dB,2.53118240177955e+01°)
4.22807216224559e+00	(9.57029732214284e+00dB,2.51536642577208e+01°)
4.25748072981351e+00	(9.57951857913803e+00dB,2.49962954354601e+01°)
4.28709385014524e+00	(9.58863175177900e+00dB,2.48397170483800e+01°)
